Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,3374,0.000294,13975108,0,0.000000,0,0,0,0,0.000000
1,3098,0.000321,12831916,0,0.000000,0,0,0,0,0.000000
2,3597,0.000276,14898774,0,0.000000,0,0,0,0,0.000000
3,3944,0.000252,16336048,0,0.000000,0,0,0,0,0.000000
4,3914,0.000254,16211788,0,0.000000,0,0,0,0,0.000000
5,3727,0.000267,15437234,0,0.000000,0,0,0,0,0.000000
6,3785,0.000263,15677470,0,0.000000,0,0,0,0,0.000000
7,3923,0.000253,16249066,0,0.000000,0,0,0,0,0.000000
8,3784,0.000262,15673328,0,0.000000,0,0,0,0,0.000000
9,3860,0.000258,15988120,0,0.000000,0,0,0,0,0.000000
10,3873,0.000257,16041966,0,0.000000,0,0,0,0,0.000000
11,3767,0.000264,15602914,0,0.000000,0,0,0,0,0.000000
12,3748,0.000265,15524216,0,0.000000,0,0,0,0,0.000000
13,3826,0.000260,15847292,0,0.000000,0,0,0,0,0.000000
14,3788,0.000262,15689896,0,0.000000,0,0,0,0,0.000000
15,3797,0.000262,15727174,0,0.000000,0,0,0,0,0.000000
16,1,0.000087,4142,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   0.000,100.000

Full-Test SET Latency
Latency (<= msec),Percent
   0.047,0.000
   0.079,5.000
   0.079,10.000
   0.087,15.000
   0.087,20.000
   0.087,25.000
   0.087,30.000
   0.095,35.000
   0.095,40.000
   0.095,45.000
   0.095,50.000
   0.095,52.500
   0.103,55.000
   0.103,57.500
   0.103,60.000
   0.103,62.500
   0.103,65.000
   0.111,67.500
   0.111,70.000
   0.111,72.500
   0.119,75.000
   0.127,76.250
   0.127,77.500
   0.135,78.750
   0.143,80.000
   0.151,81.250
   0.159,82.500
   0.175,83.750
   0.215,85.000
   0.791,86.250
   1.183,87.500
   1.207,88.125
   1.231,88.750
   1.247,89.375
   1.255,90.000
   1.271,90.625
   1.279,91.250
   1.295,91.875
   1.303,92.500
   1.311,93.125
   1.327,93.750
   1.327,94.062
   1.335,94.375
   1.335,94.688
   1.343,95.000
   1.351,95.312
   1.359,95.625
   1.359,95.938
   1.367,96.250
   1.375,96.562
   1.383,96.875
   1.391,97.031
   1.391,97.188
   1.399,97.344
   1.399,97.500
   1.407,97.656
   1.415,97.812
   1.423,97.969
   1.431,98.125
   1.439,98.281
   1.447,98.438
   1.455,98.516
   1.455,98.594
   1.463,98.672
   1.471,98.750
   1.479,98.828
   1.495,98.906
   1.503,98.984
   1.511,99.062
   1.527,99.141
   1.535,99.219
   1.543,99.258
   1.551,99.297
   1.559,99.336
   1.567,99.375
   1.575,99.414
   1.575,99.453
   1.583,99.492
   1.591,99.531
   1.599,99.570
   1.607,99.609
   1.615,99.629
   1.615,99.648
   1.615,99.668
   1.623,99.688
   1.631,99.707
   1.639,99.727
   1.647,99.746
   1.655,99.766
   1.663,99.785
   1.663,99.805
   1.671,99.814
   1.671,99.824
   1.679,99.834
   1.687,99.844
   1.695,99.854
   1.703,99.863
   1.711,99.873
   1.727,99.883
   1.751,99.893
   1.799,99.902
   1.815,99.907
   1.831,99.912
   1.839,99.917
   1.887,99.922
   1.919,99.927
   1.967,99.932
   2.007,99.937
   2.007,99.941
   2.023,99.946
   2.047,99.951
   2.095,99.954
   2.095,99.956
   2.095,99.958
   2.111,99.961
   2.111,99.963
   2.111,99.966
   2.111,99.968
   2.143,99.971
   2.159,99.973
   2.191,99.976
   2.191,99.977
   2.191,99.978
   2.207,99.979
   2.207,99.980
   2.223,99.982
   2.223,99.983
   2.239,99.984
   2.255,99.985
   2.255,99.987
   2.271,99.988
   2.319,99.988
   2.319,99.989
   2.319,99.990
   2.351,99.990
   2.351,99.991
   2.351,99.991
   2.351,99.992
   2.351,99.993
   2.351,99.993
   2.447,99.994
   2.447,99.994
   2.447,99.995
   2.447,99.995
   2.607,99.995
   2.607,99.995
   2.607,99.996
   2.607,99.996
   2.607,99.996
   2.607,99.997
   2.831,99.997
   2.831,99.997
   2.831,99.997
   2.831,99.997
   2.831,99.998
   2.831,99.998
   2.831,99.998
   2.831,99.998
   2.831,99.998
   2.831,99.998
   3.471,99.998
   3.471,100.000

Full-Test WAIT Latency
Latency (<= msec),Percent
   0.000,100.000
