Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,3286,0.000302,13607326,0,0.000000,0,0,0,0,0.000000
1,3066,0.000324,12696306,0,0.000000,0,0,0,0,0.000000
2,3647,0.000272,15102227,0,0.000000,0,0,0,0,0.000000
3,3968,0.000250,16431488,0,0.000000,0,0,0,0,0.000000
4,3937,0.000253,16303117,0,0.000000,0,0,0,0,0.000000
5,3876,0.000256,16050516,0,0.000000,0,0,0,0,0.000000
6,3813,0.000261,15789633,0,0.000000,0,0,0,0,0.000000
7,3954,0.000251,16373514,0,0.000000,0,0,0,0,0.000000
8,3792,0.000262,15702672,0,0.000000,0,0,0,0,0.000000
9,3725,0.000267,15425225,0,0.000000,0,0,0,0,0.000000
10,3783,0.000263,15665403,0,0.000000,0,0,0,0,0.000000
11,3875,0.000256,16046375,0,0.000000,0,0,0,0,0.000000
12,3906,0.000255,16174746,0,0.000000,0,0,0,0,0.000000
13,3843,0.000259,15913863,0,0.000000,0,0,0,0,0.000000
14,3697,0.000269,15309277,0,0.000000,0,0,0,0,0.000000
15,3710,0.000268,15363110,0,0.000000,0,0,0,0,0.000000
16,1,0.001493,4141,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   0.000,100.000

Full-Test SET Latency
Latency (<= msec),Percent
   0.047,0.000
   0.079,5.000
   0.079,10.000
   0.087,15.000
   0.087,20.000
   0.087,25.000
   0.087,30.000
   0.087,35.000
   0.095,40.000
   0.095,45.000
   0.095,50.000
   0.095,52.500
   0.103,55.000
   0.103,57.500
   0.103,60.000
   0.103,62.500
   0.103,65.000
   0.111,67.500
   0.111,70.000
   0.119,72.500
   0.119,75.000
   0.127,76.250
   0.127,77.500
   0.135,78.750
   0.143,80.000
   0.151,81.250
   0.159,82.500
   0.175,83.750
   0.207,85.000
   0.783,86.250
   1.183,87.500
   1.207,88.125
   1.231,88.750
   1.247,89.375
   1.255,90.000
   1.271,90.625
   1.279,91.250
   1.295,91.875
   1.303,92.500
   1.311,93.125
   1.319,93.750
   1.327,94.062
   1.335,94.375
   1.335,94.688
   1.343,95.000
   1.351,95.312
   1.351,95.625
   1.359,95.938
   1.367,96.250
   1.375,96.562
   1.383,96.875
   1.383,97.031
   1.391,97.188
   1.399,97.344
   1.399,97.500
   1.407,97.656
   1.415,97.812
   1.423,97.969
   1.431,98.125
   1.439,98.281
   1.455,98.438
   1.455,98.516
   1.463,98.594
   1.471,98.672
   1.479,98.750
   1.487,98.828
   1.495,98.906
   1.511,98.984
   1.519,99.062
   1.527,99.141
   1.535,99.219
   1.543,99.258
   1.551,99.297
   1.559,99.336
   1.567,99.375
   1.567,99.414
   1.575,99.453
   1.583,99.492
   1.591,99.531
   1.599,99.570
   1.607,99.609
   1.615,99.629
   1.623,99.648
   1.623,99.668
   1.631,99.688
   1.639,99.707
   1.647,99.727
   1.655,99.746
   1.663,99.766
   1.663,99.785
   1.671,99.805
   1.671,99.814
   1.679,99.824
   1.687,99.834
   1.703,99.844
   1.703,99.854
   1.711,99.863
   1.719,99.873
   1.743,99.883
   1.775,99.893
   1.791,99.902
   1.815,99.907
   1.855,99.912
   1.903,99.917
   1.927,99.922
   1.943,99.927
   1.967,99.932
   1.983,99.937
   2.015,99.941
   2.063,99.946
   2.063,99.951
   2.079,99.954
   2.095,99.956
   2.095,99.958
   2.095,99.961
   2.127,99.963
   2.159,99.966
   2.191,99.968
   2.207,99.971
   2.207,99.973
   2.223,99.976
   2.239,99.977
   2.239,99.978
   2.255,99.979
   2.255,99.980
   2.271,99.982
   2.271,99.983
   2.287,99.984
   2.287,99.985
   2.287,99.987
   2.303,99.988
   2.303,99.988
   2.303,99.989
   2.303,99.990
   2.303,99.990
   2.303,99.991
   2.303,99.991
   2.319,99.992
   2.319,99.993
   2.319,99.993
   2.607,99.994
   2.607,99.994
   2.607,99.995
   2.607,99.995
   2.671,99.995
   2.671,99.995
   2.671,99.996
   2.671,99.996
   2.671,99.996
   2.671,99.997
   2.799,99.997
   2.799,99.997
   2.799,99.997
   2.799,99.997
   2.799,99.998
   2.799,99.998
   2.799,99.998
   2.799,99.998
   2.799,99.998
   2.799,99.998
   3.471,99.998
   3.471,100.000

Full-Test WAIT Latency
Latency (<= msec),Percent
   0.000,100.000
