Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,5766,0.000172,23882772,0,0.000000,0,0,0,0,0.000000
1,6486,0.000153,26865012,0,0.000000,0,0,0,0,0.000000
2,6289,0.000158,26049038,0,0.000000,0,0,0,0,0.000000
3,5751,0.000173,23820642,0,0.000000,0,0,0,0,0.000000
4,6417,0.000154,26579214,0,0.000000,0,0,0,0,0.000000
5,6500,0.000153,26923000,0,0.000000,0,0,0,0,0.000000
6,6491,0.000153,26885722,0,0.000000,0,0,0,0,0.000000
7,6119,0.000162,25344898,0,0.000000,0,0,0,0,0.000000
8,6413,0.000155,26562646,0,0.000000,0,0,0,0,0.000000
9,6124,0.000162,25365608,0,0.000000,0,0,0,0,0.000000
10,6199,0.000160,25676258,0,0.000000,0,0,0,0,0.000000
11,6281,0.000158,26015902,0,0.000000,0,0,0,0,0.000000
12,6314,0.000157,26152588,0,0.000000,0,0,0,0,0.000000
13,6217,0.000160,25750814,0,0.000000,0,0,0,0,0.000000
14,6097,0.000163,25253774,0,0.000000,0,0,0,0,0.000000
15,6154,0.000161,25489868,0,0.000000,0,0,0,0,0.000000
16,6410,0.000155,26550220,0,0.000000,0,0,0,0,0.000000
17,6230,0.000159,25804660,0,0.000000,0,0,0,0,0.000000
18,6261,0.000158,25933062,0,0.000000,0,0,0,0,0.000000
19,6243,0.000159,25858506,0,0.000000,0,0,0,0,0.000000
20,6414,0.000155,26566788,0,0.000000,0,0,0,0,0.000000
21,1,0.000097,4142,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   0.000,100.000

Full-Test SET Latency
Latency (<= msec),Percent
   0.047,0.000
   0.071,5.000
   0.071,10.000
   0.079,15.000
   0.079,20.000
   0.079,25.000
   0.079,30.000
   0.079,35.000
   0.079,40.000
   0.079,45.000
   0.087,50.000
   0.087,52.500
   0.087,55.000
   0.087,57.500
   0.087,60.000
   0.087,62.500
   0.087,65.000
   0.087,67.500
   0.087,70.000
   0.095,72.500
   0.095,75.000
   0.095,76.250
   0.095,77.500
   0.095,78.750
   0.095,80.000
   0.095,81.250
   0.095,82.500
   0.103,83.750
   0.103,85.000
   0.103,86.250
   0.103,87.500
   0.103,88.125
   0.111,88.750
   0.111,89.375
   0.111,90.000
   0.111,90.625
   0.119,91.250
   0.127,91.875
   0.183,92.500
   0.679,93.125
   1.103,93.750
   1.143,94.062
   1.159,94.375
   1.167,94.688
   1.175,95.000
   1.183,95.312
   1.191,95.625
   1.199,95.938
   1.207,96.250
   1.207,96.562
   1.215,96.875
   1.215,97.031
   1.223,97.188
   1.223,97.344
   1.223,97.500
   1.231,97.656
   1.231,97.812
   1.239,97.969
   1.239,98.125
   1.247,98.281
   1.247,98.438
   1.247,98.516
   1.255,98.594
   1.255,98.672
   1.255,98.750
   1.263,98.828
   1.263,98.906
   1.263,98.984
   1.271,99.062
   1.271,99.141
   1.279,99.219
   1.279,99.258
   1.279,99.297
   1.279,99.336
   1.287,99.375
   1.287,99.414
   1.287,99.453
   1.295,99.492
   1.295,99.531
   1.295,99.570
   1.303,99.609
   1.303,99.629
   1.303,99.648
   1.311,99.668
   1.311,99.688
   1.311,99.707
   1.311,99.727
   1.319,99.746
   1.319,99.766
   1.327,99.785
   1.327,99.805
   1.335,99.814
   1.335,99.824
   1.343,99.834
   1.343,99.844
   1.343,99.854
   1.343,99.863
   1.351,99.873
   1.351,99.883
   1.359,99.893
   1.359,99.902
   1.367,99.907
   1.367,99.912
   1.367,99.917
   1.375,99.922
   1.375,99.927
   1.383,99.932
   1.383,99.937
   1.391,99.941
   1.391,99.946
   1.399,99.951
   1.407,99.954
   1.415,99.956
   1.415,99.958
   1.423,99.961
   1.431,99.963
   1.447,99.966
   1.455,99.968
   1.455,99.971
   1.463,99.973
   1.471,99.976
   1.487,99.977
   1.495,99.978
   1.495,99.979
   1.511,99.980
   1.511,99.982
   1.543,99.983
   1.551,99.984
   1.559,99.985
   1.583,99.987
   1.591,99.988
   1.607,99.988
   1.615,99.989
   1.639,99.990
   1.663,99.990
   1.663,99.991
   1.687,99.991
   1.719,99.992
   1.735,99.993
   1.951,99.993
   1.951,99.994
   2.447,99.994
   2.447,99.995
   2.671,99.995
   2.671,99.995
   2.671,99.995
   3.855,99.996
   3.855,99.996
   4.319,99.996
   4.319,99.997
   4.319,99.997
   5.023,99.997
   5.023,99.997
   5.023,99.997
   5.023,99.998
   5.023,99.998
   5.535,99.998
   5.535,99.998
   5.535,99.998
   5.535,99.998
   5.535,99.998
   6.143,99.999
   6.143,99.999
   6.143,99.999
   6.143,99.999
   6.143,99.999
   6.143,99.999
   6.143,99.999
   6.143,99.999
   6.143,99.999
   6.143,99.999
  11.711,99.999
  11.711,100.000

Full-Test WAIT Latency
Latency (<= msec),Percent
   0.000,100.000
