Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,6479,0.000153,26836018,0,0.000000,0,0,0,0,0.000000
1,6857,0.000145,28401694,0,0.000000,0,0,0,0,0.000000
2,6250,0.000159,25887500,0,0.000000,0,0,0,0,0.000000
3,5860,0.000169,24272120,0,0.000000,0,0,0,0,0.000000
4,6264,0.000158,25945488,0,0.000000,0,0,0,0,0.000000
5,6563,0.000151,27183946,0,0.000000,0,0,0,0,0.000000
6,6375,0.000156,26405250,0,0.000000,0,0,0,0,0.000000
7,6178,0.000161,25589276,0,0.000000,0,0,0,0,0.000000
8,6330,0.000157,26218860,0,0.000000,0,0,0,0,0.000000
9,6214,0.000159,25738388,0,0.000000,0,0,0,0,0.000000
10,6272,0.000158,25978624,0,0.000000,0,0,0,0,0.000000
11,6460,0.000154,26757320,0,0.000000,0,0,0,0,0.000000
12,6461,0.000153,26761462,0,0.000000,0,0,0,0,0.000000
13,6222,0.000159,25771524,0,0.000000,0,0,0,0,0.000000
14,6320,0.000157,26177440,0,0.000000,0,0,0,0,0.000000
15,6312,0.000157,26144304,0,0.000000,0,0,0,0,0.000000
16,6147,0.000161,25460874,0,0.000000,0,0,0,0,0.000000
17,6511,0.000152,26968562,0,0.000000,0,0,0,0,0.000000
18,6258,0.000158,25920636,0,0.000000,0,0,0,0,0.000000
19,6364,0.000156,26359688,0,0.000000,0,0,0,0,0.000000
20,6686,0.000148,27693412,0,0.000000,0,0,0,0,0.000000
21,1,0.000102,4142,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   0.000,100.000

Full-Test SET Latency
Latency (<= msec),Percent
   0.047,0.000
   0.071,5.000
   0.071,10.000
   0.079,15.000
   0.079,20.000
   0.079,25.000
   0.079,30.000
   0.079,35.000
   0.079,40.000
   0.079,45.000
   0.087,50.000
   0.087,52.500
   0.087,55.000
   0.087,57.500
   0.087,60.000
   0.087,62.500
   0.087,65.000
   0.087,67.500
   0.087,70.000
   0.087,72.500
   0.095,75.000
   0.095,76.250
   0.095,77.500
   0.095,78.750
   0.095,80.000
   0.095,81.250
   0.095,82.500
   0.095,83.750
   0.103,85.000
   0.103,86.250
   0.103,87.500
   0.103,88.125
   0.103,88.750
   0.103,89.375
   0.111,90.000
   0.111,90.625
   0.119,91.250
   0.119,91.875
   0.143,92.500
   0.583,93.125
   0.983,93.750
   1.143,94.062
   1.159,94.375
   1.167,94.688
   1.175,95.000
   1.183,95.312
   1.191,95.625
   1.199,95.938
   1.199,96.250
   1.207,96.562
   1.215,96.875
   1.215,97.031
   1.223,97.188
   1.223,97.344
   1.223,97.500
   1.231,97.656
   1.231,97.812
   1.231,97.969
   1.239,98.125
   1.239,98.281
   1.247,98.438
   1.247,98.516
   1.247,98.594
   1.255,98.672
   1.255,98.750
   1.255,98.828
   1.263,98.906
   1.263,98.984
   1.263,99.062
   1.271,99.141
   1.271,99.219
   1.279,99.258
   1.279,99.297
   1.279,99.336
   1.279,99.375
   1.287,99.414
   1.287,99.453
   1.287,99.492
   1.287,99.531
   1.295,99.570
   1.295,99.609
   1.303,99.629
   1.303,99.648
   1.303,99.668
   1.303,99.688
   1.311,99.707
   1.311,99.727
   1.319,99.746
   1.319,99.766
   1.319,99.785
   1.327,99.805
   1.327,99.814
   1.327,99.824
   1.335,99.834
   1.335,99.844
   1.335,99.854
   1.343,99.863
   1.343,99.873
   1.351,99.883
   1.351,99.893
   1.359,99.902
   1.359,99.907
   1.367,99.912
   1.367,99.917
   1.375,99.922
   1.375,99.927
   1.375,99.932
   1.383,99.937
   1.383,99.941
   1.391,99.946
   1.399,99.951
   1.399,99.954
   1.407,99.956
   1.423,99.958
   1.431,99.961
   1.439,99.963
   1.439,99.966
   1.447,99.968
   1.455,99.971
   1.471,99.973
   1.511,99.976
   1.511,99.977
   1.511,99.978
   1.519,99.979
   1.535,99.980
   1.543,99.982
   1.551,99.983
   1.583,99.984
   1.583,99.985
   1.663,99.987
   1.663,99.988
   1.695,99.988
   1.743,99.989
   1.743,99.990
   1.743,99.990
   1.783,99.991
   1.815,99.991
   2.271,99.992
   2.431,99.993
   2.671,99.993
   2.671,99.994
   2.847,99.994
   2.847,99.995
   2.927,99.995
   2.927,99.995
   2.927,99.995
   3.695,99.996
   3.695,99.996
   4.415,99.996
   4.415,99.997
   4.415,99.997
   5.183,99.997
   5.183,99.997
   5.183,99.997
   5.183,99.998
   5.183,99.998
   6.111,99.998
   6.111,99.998
   6.111,99.998
   6.111,99.998
   6.111,99.998
   7.743,99.999
   7.743,99.999
   7.743,99.999
   7.743,99.999
   7.743,99.999
   7.743,99.999
   7.743,99.999
   7.743,99.999
   7.743,99.999
   7.743,99.999
   9.919,99.999
   9.919,100.000

Full-Test WAIT Latency
Latency (<= msec),Percent
   0.000,100.000
